id,lat,lon,alt,name,tz,search_name,random_group
SBRP,-21.13,-47.78,575.0,Leite Lopes / Ribeir,America/Sao_Paulo,Leite Lopes / Ribeir,5
SBSJ,-23.23,-45.87,596.0,Sao Jose Dos Campo,America/Sao_Paulo,Sao Jose Dos Campo,5
SBUL,-18.88,-48.23,642.0,Uberlandia,America/Sao_Paulo,Uberlandia,5
SBFL,-27.67,-48.55,26.0,Florianopolis Aeroporto,America/Sao_Paulo,Florianopolis Aeroporto,5
SBCG,-20.47,-54.67,567.0,Campo Grande Aeroporto,America/Campo_Grande,Campo Grande Airport,5
SBSL,-2.6,-44.23,7.0,Sao Luiz Aeroporto,America/Fortaleza,Sao Luiz Aeroporto,5
SBCY,-15.65,-56.1,187.0,Cuiaba Aeroporto,America/Cuiaba,Cuiaba Aeroporto,5
SBNT,-5.92,-35.25,21.0,Natal Aeroporto,America/Fortaleza,Natal Aeroporto,5
SBMG,-23.42,-51.95,542.0,Maringa,America/Sao_Paulo,Maringa,5
98425,14.58,120.98,1.0,MANILA,Asia/Manila,MANILA,5
RPLL,14.52,121.0,12.0,Ninoy Aquino Inter-National Airport,Asia/Manila,Ninoy Aquino Inter-National Airport,5
48564,7.88,98.4,9.0,PHUKET,Asia/Bangkok,PHUKET,5
VVTS,10.82,106.67,7.0,Ho Chi Minh,Asia/Ho_Chi_Minh,Ho Chi Minh,5
VVNB,21.02,105.8,16.0,Ha Noi,Asia/Ho_Chi_Minh,Ha Noi,5
48453,13.67,100.6,3.0,BANGNA AGROMET,Asia/Bangkok,BANGNA AGROMET,5
48454,13.7,100.57,2.0,BANGKOK PORT,Asia/Bangkok,BANGKOK PORT,5
48455,13.73,100.57,2.0,BANGKOK,Asia/Bangkok,BANGKOK,5
48461,12.92,100.87,14.0,PHATTHAYA,Asia/Bangkok,PHATTHAYA,5
48463,13.08,100.88,82.0,LAEM CHABANG,Asia/Bangkok,LAEM CHABANG,5
WMSA,3.12,101.53,86.0,Subang/Sultan Abdul Aziz Shah Airport,Asia/Kuala_Lumpur,Subang/Sultan Abdul Aziz Shah Airport,5
48456,13.92,100.6,2.0,DON MUANG,Asia/Bangkok,DON MUANG,5
VTBD,13.92,100.6,2.0,Don Muang,Asia/Bangkok,Don Muang,5
RPMD,7.12,125.65,2.0,Davao Airport,Asia/Manila,Davao Airport,5
98646,10.3,123.97,5.0,MACTAN,Asia/Manila,MACTAN,5
RPVM,10.31667,123.98333,21.0,Masbate,Asia/Manila,Masbate,5
VDPP,11.55,104.85,18.0,Phnom-Penh / Pochentong,Asia/Phnom_Penh,Phnom-Penh / Pochentong,5
48327,18.78,98.97,295.0,CHIANG MAI,Asia/Bangkok,CHIANG MAI,5
VTCC,18.78,98.98,293.0,Chiang Mai,Asia/Bangkok,Chiang Mai,5
WMKJ,1.63,103.67,23.0,Johore Bharu / Senai,Asia/Kuala_Lumpur,Johore Bharu / Senai,5
WBGG,1.48,110.33,65.0,Kuching,Asia/Kuching,Kuching,5
MMCL,24.76667,-107.46667,45.0,"Culiacan, Sin.",America/Mexico_City,"Culiacan, Sin.",5
MMMX,19.43,-99.1,2211.0,Mexico City / Licenci,America/Mexico_City,Mexico City / Licenci,5
MMUN,21.03,-86.87,1.0,Cancun International Airport,America/Mexico_City,Cancun International Airport,5
76612,20.7,-103.38,1566.0,"GUADALAJARA, JAL.",America/Mexico_City,"GUADALAJARA, JAL.",5
MMGL,20.52,-103.32,1569.0,Don Miguel / Guadalaj,America/Mexico_City,Don Miguel / Guadalaj,5
76393,25.73,-100.3,513.0,"MONTERREY, N.L.",America/Mexico_City,"MONTERREY, N.L.",5
76625,20.58,-100.4,1841.0,"QUERETARO, QRO.",America/Mexico_City,"QUERETARO, QRO.",5
MMQT,20.6,-100.38,1868.0,"Queretaro, Qro.",America/Mexico_City,"Queretaro, Qro.",5
76685,19.05,-98.17,2184.0,"PUEBLA, PUE.",America/Mexico_City,"PUEBLA, PUE.",5
MMPB,19.05,-98.17,2184.0,"Puebla, Pue.",America/Mexico_City,"Puebla, Pue.",5
76644,20.95,-89.65,11.0,"AEROP.INTERNACIONAL MERIDA, YUC",America/Mexico_City,"AEROP.INTERNACIONAL MERIDA, YUC",5
MMMD,20.93,-89.65,12.0,Merida / lic Manuel Crecencio,America/Mexico_City,Merida / lic Manuel Crecencio,5
MMLO,21.0,-101.48,1813.0,Del Bajio / Leon,America/Mexico_City,Del Bajio / Leon,5
76843,16.75,-93.13,584.0,"TUXTLA GUTIERREZ,  CHIS.",America/Mexico_City,"TUXTLA GUTIERREZ,  CHIS.",5
MMTG,16.75,-93.12,571.0,"Tuxtla Gutierrez, Chis.",America/Mexico_City,"Tuxtla Gutierrez, Chis.",5
MMAN,25.87,-100.23,439.0,"Aerop. Internacional Monterrey, N. L.",America/Mexico_City,"Aerop. Internacional Monterrey, N. L.",5
MMMY,25.78,-100.1,374.0,Monterrey / Gen Maria,America/Mexico_City,Monterrey / Gen Maria,5
76675,19.28,-99.7,2751.0,"TOLUCA, MEX.",America/Mexico_City,"TOLUCA, MEX.",5
MMTO,19.35,-99.57,2572.0,Toluca / Jose Maria,America/Mexico_City,Toluca / Jose Maria,5
76687,19.5,-96.9,1400.0,"JALAPA, VER.",America/Mexico_City,"JALAPA, VER.",5
76743,17.98,-92.93,10.0,"VILLAHERMOSA, TAB.",America/Mexico_City,"VILLAHERMOSA, TAB.",5
MMVA,18.0,-92.82,10.0,Villahermosa,America/Mexico_City,Villahermosa,5
MMCS,31.63,-106.43,1160.0,Ciudad Juarez International,America/Mexico_City,Ciudad Juarez International,5
76225,28.67,-106.03,1398.0,"CHIHUAHUA, CHIH.",America/Mexico_City,"CHIHUAHUA, CHIH.",5
MMCU,28.7,-105.97,1356.0,Chihuahua International Airport,America/Mexico_City,Chihuahua International Airport,5
76665,19.7,-101.18,1927.0,"MORELIA, MICH.",America/Mexico_City,"MORELIA, MICH.",5
03770,51.5047,-0.1311,5.0,"LONDON, ST JAMES PARK",Europe/London,"LONDON, ST JAMES PARK",5
EGLC,51.51,0.06,33.0,London City Airport,Europe/London,London City Airport,5
EGLL,51.48,-0.45,31.0,London / Heathrow Airport,Europe/London,London / Heathrow Airport,5
EGWU,51.55,-0.42,36.0,Northolt,Europe/London,Northolt,5
07690,43.65,7.2,28.0,NICE,Europe/Paris,NICE,5
LFMN,43.65,7.2,4.0,Nice,Europe/Paris,Nice,5
EYVI,54.63333000000001,25.28333,148.0,Vilnius,Europe/Vilnius,Vilnius,5
02469,59.18,17.91,62.0,TULLINGE,Europe/Stockholm,TULLINGE,5
ESSB,59.35,17.95,18.0,Stockholm / Bromma,Europe/Stockholm,Stockholm / Bromma,5
LTAI,36.90028,30.80112,51.0,Antalya,Europe/Istanbul,Antalya,5
26038,59.38,24.58,48.0,TALLINN,Europe/Tallinn,TALLINN,5
EETN,59.4,24.82,48.0,Tallinn,Europe/Tallinn,Tallinn,5
LTBA,40.97,28.82,28.0,Istanbul / Ataturk,Europe/Istanbul,Istanbul / Ataturk,5
EPWA,52.17,20.97,88.0,Warszawa-Okecie,Europe/Warsaw,Warszawa-Okecie,5
08535,38.72,-9.15,46.0,LISBOA/GEOF,Europe/Lisbon,LISBOA/GEOF,5
08579,38.77,-9.13,90.0,LISBOA/GAGO COUTINHO,Europe/Lisbon,LISBOA/GAGO COUTINHO,5
LPPT,38.77,-9.13,90.0,Lisboa / Portela,Europe/Lisbon,Lisboa / Portela,5
LPMT,38.7,-9.04,1.0,Montijo Mil.,Europe/Lisbon,Montijo Mil.,5
LPCS,38.72,-9.36,99.0,Cascais Airport,Europe/Lisbon,Cascais Airport,5
08285,39.48,-0.38,10.0,VALENCIA,Europe/Madrid,VALENCIA,5
LEVC,39.5,-0.47,38.0,Valencia / Aeropuerto,Europe/Madrid,Valencia / Aeropuerto,5
LEBT,39.58,-0.45,50.0,Valencia/Bétera,Europe/Madrid,Valencia/Bétera,5
08391,37.42,-5.9,22.0,SEVILLA/SAN PABLO,Europe/Madrid,SEVILLA/SAN PABLO,5
LEZL,37.42,-5.9,22.0,Sevilla / San Pablo,Europe/Madrid,Sevilla / San Pablo,5
08301,39.55,2.62,1.0,PALMA DE MALLORCA,Europe/Madrid,PALMA DE MALLORCA,6
08303,39.74,2.71,1030.0,SIERRA DE ALFABIA,Europe/Madrid,SIERRA DE ALFABIA,6
LEPA,39.55,2.73,8.0,Palma De Mallorca / Son San Juan,Europe/Madrid,Palma De Mallorca / Son San Juan,6
EKCH,55.62,12.65,2.0,Koebenhavn / Kastrup,Europe/Copenhagen,Koebenhavn / Kastrup,6
03166,55.93,-3.35,27.0,EDINBURGH GOGARBANK,Europe/London,EDINBURGH GOGARBANK,6
EGPH,55.95,-3.35,3.0,Edinburgh Airport,Europe/London,Edinburgh Airport,6
06660,47.38,8.57,611.0,ZUERICH-METEOSCHWEIZ,Europe/Zurich,ZUERICH-METEOSCHWEIZ,6
06664,47.43,8.52,441.0,RECKENHOLZ,Europe/Zurich,RECKENHOLZ,6
06670,47.48,8.53,424.0,ZUERICH-KLOTEN,Europe/Zurich,ZUERICH-KLOTEN,6
06673,47.22,8.68,429.0,WAEDENSWIL,Europe/Zurich,WAEDENSWIL,6
LSZH,47.48,8.53,424.0,Zurich-Kloten,Europe/Zurich,Zurich-Kloten,6
LSMD,47.4,8.65,448.0,Dubendorf Airport,Europe/Zurich,Dubendorf Airport,6
08545,41.23,-8.68,64.0,PORTO/PEDRAS RUBRAS,Europe/Lisbon,PORTO/PEDRAS RUBRAS,6
LPPR,41.23,-8.68,64.0,Porto / Pedras Rubras,Europe/Lisbon,Porto / Pedras Rubras,6
06240,52.3,4.77,-4.0,AMSTERDAM AP SCHIPHOL,Europe/Amsterdam,AMSTERDAM AP SCHIPHOL,6
EHAM,52.3,4.77,-4.0,Amsterdam Airport Schiphol,Europe/Amsterdam,Amsterdam Airport Schiphol,6
11034,48.2,16.37,171.0,WIEN/CITY,Europe/Vienna,WIEN/CITY,6
11035,48.25,16.37,149.0,WIEN/HOHE WARTE,Europe/Vienna,WIEN/HOHE WARTE,6
11036,48.12,16.57,181.0,WIEN/SCHWECHAT-FLUGHAFEN,Europe/Vienna,WIEN/SCHWECHAT-FLUGHAFEN,6
11037,48.2,16.57,144.0,GROSSENZERSDORF,Europe/Vienna,GROSSENZERSDORF,6
11040,48.13,16.42,174.0,WIEN/UNTERLAA,Europe/Vienna,WIEN/UNTERLAA,6
11080,48.2,16.23,231.0,WIEN/MARIABRUNN,Europe/Vienna,WIEN/MARIABRUNN,6
11090,48.2575,16.4333,161.0,WIEN-DONAUFELD,Europe/Vienna,WIEN-DONAUFELD,6
LOWW,48.12,16.57,181.0,Wien / Schwechat-Flughafen,Europe/Vienna,Wien / Schwechat-Flughafen,6
EBBR,50.9,4.53,50.0,Bruxelles National,Europe/Brussels,Bruxelles National,6
EDDF,50.05,8.6,108.0,Frankfurt / M-Flughafen,Europe/Berlin,Frankfurt / M-Flughafen,6
10381,52.47,13.3,48.0,BERLIN-DAHLEM,Europe/Berlin,BERLIN-DAHLEM,6
EDDB,52.38,13.52,45.0,Berlin-Schoenefeld,Europe/Berlin,Berlin-Schoenefeld,6
EDDT,52.57,13.32,37.0,Berlin-Tegel,Europe/Berlin,Berlin-Tegel,6
EIDW,53.43,-6.25,22.0,Dublin Airport,Europe/Dublin,Dublin Airport,6
EIME,53.3,-6.43,95.0,Casement Aerodrome,Europe/Dublin,Casement Aerodrome,6
07149,48.72,2.38,87.0,PARIS-ORLY,Europe/Paris,PARIS-ORLY,6
07150,48.97,2.43,52.0,LE BOURGET,Europe/Paris,LE BOURGET,6
07156,48.82,2.33,73.0,PARIS-MONTSOURIS,Europe/Paris,PARIS-MONTSOURIS,6
LFPB,48.97,2.45,59.0,Paris / Le Bourget,Europe/Paris,Paris / Le Bourget,6
LFPO,48.73,2.4,64.0,Paris-Orly,Europe/Paris,Paris-Orly,6
LFPV,48.77,2.2,172.0,Villacoublay,Europe/Paris,Villacoublay,6
LHBP,47.43,19.27,122.0,Budapest / Ferihegy,Europe/Budapest,Budapest / Ferihegy,6
11518,50.1,14.25,363.0,PRAHA/RUZYNE,Europe/Prague,PRAHA/RUZYNE,6
11520,50.02,14.45,273.0,PRAHA-LIBUS,Europe/Prague,PRAHA-LIBUS,6
11567,50.12,14.53,273.0,PRAHA-KBELY,Europe/Prague,PRAHA-KBELY,6
LKPR,50.1,14.25,363.0,Praha / Ruzyne,Europe/Prague,Praha / Ruzyne,6
LKKB,50.12,14.54,286.0,Kbely Air Base,Europe/Prague,Kbely Air Base,6
LKVO,50.22,14.4,280.0,Vodochody Airport,Europe/Prague,Vodochody Airport,6
EPKK,50.08,19.8,249.0,Krakow,Europe/Warsaw,Krakow,6
08220,40.45,-3.72,680.0,MADRID/C. UNIVERSITARIA,Europe/Madrid,MADRID/C. UNIVERSITARIA,6
08221,40.45,-3.55,563.0,MADRID/BARAJAS RS,Europe/Madrid,MADRID/BARAJAS RS,6
08222,40.42,-3.68,667.0,"MADRID, RETIRO",Europe/Madrid,"MADRID, RETIRO",6
LEMD,40.45,-3.55,563.0,Madrid / Barajas,Europe/Madrid,Madrid / Barajas,6
LEVS,40.38,-3.78,660.0,Madrid / Cuatro Vientos,Europe/Madrid,Madrid / Cuatro Vientos,6
08180,41.39,2.2,25.0,"BARCELONA,CMT",Europe/Madrid,"BARCELONA,CMT",6
08181,41.29278,2.07,4.0,BARCELONA/AEROPUERTO,Europe/Madrid,BARCELONA/AEROPUERTO,6
LEBL,41.28,2.07,4.0,Barcelona / Aeropuerto,Europe/Madrid,Barcelona / Aeropuerto,6
LELL,41.52,2.1,142.0,Sabadell,Europe/Madrid,Sabadell,6
01486,59.86,10.43,140.0,ASKER,Europe/Oslo,ASKER,6
01489,60.05,10.69,360.0,BJORNHOLT,Europe/Oslo,BJORNHOLT,6
01490,59.98,10.67,514.0,TRYVASSHOGDA,Europe/Oslo,TRYVASSHOGDA,6
01492,59.94,10.72,120.0,OSLO-BLINDERN,Europe/Oslo,OSLO-BLINDERN,6
EDDH,53.63,10.0,15.0,Hamburg-Fuhlsbuettel,Europe/Berlin,Hamburg-Fuhlsbuettel,6
EDHI,53.53,9.83,9.0,Hamburg-Finkenwerder,Europe/Berlin,Hamburg-Finkenwerder,6
06674,47.18,8.47,413.0,CHAM,Europe/Zurich,CHAM,6
02974,60.33,24.96,58.0,HELSINKI-VANTAA,Europe/Helsinki,HELSINKI-VANTAA,6
02978,60.18,24.94,23.0,"HELSINKI, KAISANIEMI",Europe/Helsinki,"HELSINKI, KAISANIEMI",6
02985,60.18,24.79,6.0,Espoo Tapiola,Europe/Helsinki,Espoo Tapiola,6
02998,60.2,24.96,11.0,Helsinki Kumpula,Europe/Helsinki,Helsinki Kumpula,6
EFHK,60.32,24.97,54.0,Helsinki-Vantaa,Europe/Helsinki,Helsinki-Vantaa,6
EDDK,50.87,7.17,107.0,Koeln / Bonn,Europe/Berlin,Koeln / Bonn,6
EGCC,53.35,-2.28,59.0,Manchester Airport,Europe/London,Manchester Airport,6
EDDS,48.68,9.22,362.0,Stuttgart-Echterdingen,Europe/Berlin,Stuttgart-Echterdingen,6
EDDL,51.3,6.77,35.0,Duesseldorf,Europe/Berlin,Duesseldorf,6
EDLN,51.23,6.5,38.0,Monchengladbach,Europe/Berlin,Monchengladbach,6
EDDV,52.47,9.68,53.0,Hannover,Europe/Berlin,Hannover,6
03535,52.48,-1.68,88.0,COLESHILL,Europe/London,COLESHILL,6
EGBB,52.45,-1.73,87.0,Birmingham / Airport,Europe/London,Birmingham / Airport,6
LTAD,39.95,32.68,797.0,Ankara / Etimesgut,Europe/Istanbul,Ankara / Etimesgut,6
LTAB,39.93,32.75,836.0,Ankara / Güvercinlik,Europe/Istanbul,Ankara / Güvercinlik,6
EPPO,52.42,16.83,74.0,Poznan,Europe/Warsaw,Poznan,6
07480,45.72,4.93,203.0,LYON-BRON,Europe/Paris,LYON-BRON,6
07481,45.75,5.08,230.0,LYON-ST EXUPERY,Europe/Paris,LYON-ST EXUPERY,6
LFLL,45.73,5.08,237.0,Lyon / Satolas,Europe/Paris,Lyon / Satolas,6
LFLY,45.72,4.95,206.0,Lyon / Bron,Europe/Paris,Lyon / Bron,6
EDDN,49.5,11.05,307.0,Nuernberg,Europe/Berlin,Nuernberg,6
EPWR,51.1,16.88,111.0,Wroclaw Ii,Europe/Warsaw,Wroclaw,6
EDDP,51.42,12.23,136.0,Leipzig-Schkeuditz,Europe/Berlin,Leipzig-Schkeuditz,6
EGPF,55.87,-4.43,55.0,Glasgow Airport,Europe/London,Glasgow Airport,6
02513,57.72,11.99,34.0,GOTEBORG,Europe/Stockholm,GOTEBORG,6
ESGG,57.67,12.3,153.0,Goteborg / Landvetter,Europe/Stockholm,Goteborg / Landvetter,6
15420,44.5,26.13,68.0,BUCURESTI BANEASA,Europe/Bucharest,BUCURESTI BANEASA,6
15421,44.48,26.18,67.0,BUCURESTI AFUMATI,Europe/Bucharest,BUCURESTI AFUMATI,6
15422,44.42,26.1,65.0,BUCARESTI FILARET,Europe/Bucharest,BUCARESTI FILARET,6
LRBS,44.5,26.13,68.0,Bucuresti / Imh,Europe/Bucharest,Bucuresti / Imh,6
LROP,44.55,26.1,76.0,Bucuresti Otopeni,Europe/Bucharest,Bucuresti Otopeni,6
06344,51.95,4.45,-5.0,ROTTERDAM AP ZESTIENHOVEN,Europe/Amsterdam,ROTTERDAM AP ZESTIENHOVEN,6
EHRD,51.95,4.45,-5.0,Rotterdam Airport Zestienhoven,Europe/Amsterdam,Rotterdam Airport Zestienhoven,6
11010,48.23,14.18,291.0,LINZ/HOERSCHING-FLUGHAFEN,Europe/Vienna,LINZ/HOERSCHING-FLUGHAFEN,6
11060,48.3,14.28,266.0,LINZ/STADT,Europe/Vienna,LINZ/STADT,6
LOWL,48.23,14.18,291.0,Linz / Hoersching-Flughafen,Europe/Vienna,Linz / Hoersching-Flughafen,6
03316,53.5,-3.07,9.0,CROSBY,Europe/London,CROSBY,6
EGGP,53.33,-2.85,1.0,Liverpool Airport,Europe/London,Liverpool Airport,6
EGOW,53.58,-3.06,2.0,Woodvale,Europe/London,Woodvale,6
EDLW,51.52,7.62,117.0,Dortmund / Wickede,Europe/Berlin,Dortmund / Wickede,6
LDZA,45.73,16.07,116.0,Zagreb / Pleso,Europe/Zagreb,Zagreb / Pleso,6
EGNM,53.87,-1.65,153.0,Leeds And Bradford,Europe/London,Leeds And Bradford,6
EPLL,51.73,19.4,176.0,LOAZ/LUBLINEK,Europe/Warsaw,LOAZ/LUBLINEK,6
LTBJ,38.27,27.15,133.0,Izmir / Adnan Menderes,Europe/Istanbul,Izmir / Adnan Menderes,6
LTBL,38.5,27.02,20.0,Izmir / Cigli,Europe/Istanbul,Izmir / Cigli,6
LTFA,38.52,26.98,19.0,Izmir  Kaklic,Europe/Istanbul,Izmir  Kaklic,6
EGGD,51.38,-2.72,180.0,Bristol / Lulsgate,Europe/London,Bristol / Lulsgate,6
EPGD,54.38,18.47,147.0,Gdansk-Rebiechowo,Europe/Warsaw,Gdansk-Rebiechowo,6
EDDE,50.98,10.97,295.0,Erfurt-Bindersleben,Europe/Berlin,Erfurt-Bindersleben,6
02635,55.57,13.07,14.0,MALMO,Europe/Stockholm,MALMO,6
EBAW,51.2,4.47,7.0,Antwerpen / Deurne,Europe/Brussels,Antwerpen / Deurne,6
07630,43.62,1.38,150.0,TOULOUSE BLAGNAC,Europe/Paris,TOULOUSE BLAGNAC,6
LFBO,43.63,1.37,149.0,Toulouse / Blagnac,Europe/Paris,Toulouse / Blagnac,6
EGSY,53.39,-1.39,69.0,"Yorkshire and Humberside, Sheffield City",Europe/London,"Yorkshire and Humberside, Sheffield City",6
07222,47.15,-1.62,22.0,NANTES-BOUGUENAIS,Europe/Paris,NANTES-BOUGUENAIS,6
LFRS,47.17,-1.6,27.0,Nantes,Europe/Paris,Nantes,6
06330,51.98,4.1,14.0,HOEK VAN HOLLAND,Europe/Amsterdam,HOEK VAN HOLLAND,6
03354,53.0,-1.25,87.0,NOTTINGHAM/WATNALL,Europe/London,NOTTINGHAM/WATNALL,7
EGNX,52.83,-1.33,79.0,East Midlands,Europe/London,East Midlands,7
EVRA,56.92,23.97,12.0,Riga International Airport,Europe/Riga,Riga International Airport,7
08479,36.72,-4.42,20.0,"MÁLAGA,PUERTO",Europe/Madrid,"MÁLAGA,PUERTO",7
08481,36.72,-4.48,60.0,"MÁLAGA,CMT",Europe/Madrid,"MÁLAGA,CMT",7
08482,36.67,-4.48,18.0,MALAGA/AEROPUERTO,Europe/Madrid,MALAGA/AEROPUERTO,7
LEMG,36.67,-4.48,18.0,Malaga / Aeropuerto,Europe/Madrid,Malaga / Aeropuerto,7
ETOU,50.05,8.33,137.0,Wiesbaden,Europe/Berlin,Wiesbaden,7
07510,44.83,-0.7,46.0,BORDEAUX MERIGNAC,Europe/Paris,BORDEAUX MERIGNAC,7
LFBD,44.83,-0.7,46.0,Bordeaux / Merignac,Europe/Paris,Bordeaux / Merignac,7
26850,53.93,27.63,219.0,MINSK,Europe/Minsk,MINSK,7
EDDC,51.13,13.75,226.0,Dresden-Klotzsche,Europe/Berlin,Dresden-Klotzsche,7
EDDW,53.05,8.8,5.0,Bremen,Europe/Berlin,Bremen,7
LZIB,48.2,17.2,120.0,Bratislava Ivanka,Europe/Bratislava,Ivanka pri Dunaji,7
EGFF,51.4,-3.35,2.0,Cardiff-Wales Airport,Europe/London,Cardiff-Wales Airport,7
07015,50.58,3.1,51.0,LILLE-LESQUIN,Europe/Paris,LILLE-LESQUIN,7
LFQQ,50.57,3.1,41.0,Lille,Europe/Paris,Lille,7
EDFM,49.47,8.52,95.0,"Baden Wurttemberg, Neuostheim",Europe/Berlin,"Baden Wurttemberg, Neuostheim",7
11723,49.15,16.7,243.0,BRNO/TURANY,Europe/Prague,BRNO/TURANY,7
LKTB,49.15,16.7,243.0,Brno / Turany,Europe/Prague,Brno / Turany,7
08141,41.65,-4.77,705.0,VALLADOLID,Europe/Madrid,VALLADOLID,7
LEVD,41.72,-4.85,836.0,Valladolid / Villanubla,Europe/Madrid,Valladolid / Villanubla,7
06260,52.1,5.18,2.0,DE BILT,Europe/Amsterdam,DE BILT,7
07190,48.55,7.63,149.0,STRASBOURG-ENTZHEIM,Europe/Paris,STRASBOURG-ENTZHEIM,7
LFST,48.55,7.63,149.0,Strasbourg,Europe/Paris,Strasbourg,7
03544,52.37,-1.33,82.0,CHURCH LAWFORD,Europe/London,CHURCH LAWFORD,7
08159,41.62083,-0.935,254.0,ZARAGOZA-VALDESPARTERA,Europe/Madrid,ZARAGOZA-VALDESPARTERA,7
08160,41.67,-1.0,208.0,ZARAGOZA/AEROPUERTO,Europe/Madrid,ZARAGOZA/AEROPUERTO,7
LEZG,41.67,-1.02,223.0,Zaragoza / Aeropuerto,Europe/Madrid,Zaragoza / Aeropuerto,7
EDMA,48.43,10.93,460.0,Augsburg,Europe/Berlin,Augsburg,7
LETO,40.48,-3.45,587.0,Madrid / Torrejon,Europe/Madrid,Madrid / Torrejon,7
EGHI,50.9,-1.4,9.0,Southampton / Weather Centre,Europe/London,Southampton / Weather Centre,7
11240,47.0,15.43,335.0,GRAZ-THALERHOF-FLUGHAFEN,Europe/Vienna,GRAZ-THALERHOF-FLUGHAFEN,7
11241,47.2,15.47,1080.0,SCHOECKL,Europe/Vienna,SCHOECKL,7
11290,47.08,15.45,370.0,GRAZ UNIVERSITAET,Europe/Vienna,GRAZ UNIVERSITAET,7
LOWG,47.0,15.43,335.0,Graz-Thalerhof-Flughafen,Europe/Vienna,Graz-Thalerhof-Flughafen,7
02763,61.47,23.75,86.0,TAMPERE HÄRMÄLÄ,Europe/Helsinki,TAMPERE HÄRMÄLÄ,7
EFTP,61.42,23.58,124.0,Tampere / Pirkkala,Europe/Helsinki,Tampere / Pirkkala,7
02986,60.2913,24.5679,90.0,Espoo Nuuksio,Europe/Helsinki,Espoo Nuuksio,7
07130,48.07,-1.73,36.0,RENNES-SAINT JACQUES,Europe/Paris,RENNES-SAINT JACQUES,7
LFRN,48.07,-1.73,36.0,Rennes,Europe/Paris,Rennes,7
EGTC,52.07,-0.62,77.0,Cranfield,Europe/London,Cranfield,7
EDDG,52.13,7.7,49.0,Muenster / Osnabrueck,Europe/Berlin,Muenster / Osnabrueck,7
LJLJ,46.22,14.48,353.0,Ljubljana / Brnik,Europe/Ljubljana,Ljubljana / Brnik,7
06370,51.45,5.42,20.0,EINDHOVEN AP,Europe/Amsterdam,EINDHOVEN AP,7
EHEH,51.45,5.42,20.0,Eindhoven,Europe/Amsterdam,Eindhoven,7
06631,46.98,7.47,555.0,BERN-LIEBEFELD,Europe/Zurich,BERN-LIEBEFELD,7
06636,46.98,7.28,549.0,MUEHLEBERG,Europe/Zurich,MUEHLEBERG,7
LSZB,46.92,7.5,577.0,Bern / Belp,Europe/Zurich,Bern / Belp,7
EGUB,51.62,-1.08,89.0,Benson,Europe/London,Benson,7
EGAA,54.65,-6.22,77.0,Belfast / Aldergrove Airport,Europe/London,Belfast / Aldergrove Airport,7
EGAC,54.6,-5.88,25.0,Belfast / Harbour,Europe/London,Belfast / Harbour,7
ELLX,49.62,6.22,340.0,Luxembourg / Luxembourg,Europe/Luxembourg,Luxembourg / Luxembourg,7
06708,46.57,6.87,786.0,ORON,Europe/Zurich,ORON,7
06710,46.55,6.62,617.0,LAUSANNE,Europe/Zurich,LAUSANNE,7
06711,46.52,6.67,599.0,PULLY,Europe/Zurich,PULLY,7
03344,53.82,-1.87,194.0,BINGLEY NO.2,Europe/London,BINGLEY NO.2,7
07643,43.58,3.97,1.0,MONTPELLIER,Europe/Paris,MONTPELLIER,7
LFMT,43.58,3.97,1.0,Montpellier,Europe/Paris,Montpellier,7
EBLG,50.65,5.45,188.0,Bierset,Europe/Brussels,Bierset,7
03740,51.5,-1.98,85.0,LYNEHAM,Europe/London,LYNEHAM,7
EGVA,51.68,-1.78,76.0,Fairford Royal Air Force Base,Europe/London,Fairford Royal Air Force Base,7
08025,43.3,-2.9,36.0,BILBAO/SONDICA,Europe/Madrid,BILBAO/SONDICA,7
08035,43.2,-3.1,208.0,"GÜEÑES,IBERDROLA",Europe/Madrid,"GÜEÑES,IBERDROLA",7
08059,43.38,-3.02,90.0,PUNTA GALEA GOLF,Europe/Madrid,PUNTA GALEA GOLF,7
LEBB,43.3,-2.93,8.0,Bilbao / Sondica,Europe/Madrid,Bilbao / Sondica,7
ETSI,48.72,11.53,362.0,Ingolstadt,Europe/Berlin,Ingolstadt,7
ETSN,48.72,11.22,378.0,Neuburg / Donau,Europe/Berlin,Neuburg / Donau,7
03238,55.02,-1.87,116.0,ALBEMARLE,Europe/London,ALBEMARLE,7
EGNT,55.03,-1.7,85.0,Newcastle,Europe/London,Newcastle,7
07157,49.02,2.53,115.0,PARIS-AEROPORT ROISSY,Europe/Paris,PARIS-AEROPORT ROISSY,7
LFPG,49.02,2.53,115.0,Paris-Aeroport Charles De Gaulle,Europe/Paris,Paris-Aeroport Charles De Gaulle,7
EPSC,53.4,14.62,1.0,Szczecin,Europe/Warsaw,Szczecin,7
07487,45.22,5.85,224.0,GRENOBLE-LVD,Europe/Paris,GRENOBLE,7
06257,52.5,4.6,1.0,WIJK AAN ZEE,Europe/Amsterdam,WIJK AAN ZEE,7
EDHK,54.38,10.17,31.0,Kiel / Holtenau Civilian,Europe/Berlin,Kiel / Holtenau Civilian,7
KQDG,37.0,35.43,73.0,Adana,Europe/Istanbul,Adana,7
EQYK,37.0,35.43,73.0,[unknown],Europe/Istanbul,[unknown],7
LTAF,36.98,35.3,11.0,Adana / Sakirpasa,Europe/Istanbul,Adana / Sakirpasa,7
